id,text,label
1454,Extremely dissatisfied with this purchase. The quality is subpar and it feels like a cheap knockoff. It didn't meet any of my expectations. The description was misleading and the photos don't represent the actual product. Would not recommend! Terrible experience.,0
1455,Disappointed. Poor quality.,0
1456,Very poor quality control. The product arrived with several defects and didn't work properly from day one. I tried contacting customer service multiple times but received no response. Would give zero stars if I could. Stay away from this product!,0
1457,Very impressed with the build quality and performance.,1
1458,Highly recommend this to anyone looking for quality. Excellent!,1
1459,Love it! Great purchase!,1
1460,Not worth the price. Expected much better quality.,0
1461,Disappointed. Waste of money.,0
1462,Poor quality.,0
1463,Complete waste of money. I should have read the negative reviews more carefully. The product is poorly made and doesn't function as described. Shipping took forever and the packaging was inadequate. Very disappointed and will not buy from this seller again.,0
1464,Great value for money. Works perfectly as described.,1
1465,Love it!,1
1466,"I ordered this product with high hopes based on the reviews, but I was severely disappointed. The quality is much worse than advertised. It broke within the first week of normal use. Customer service was unhelpful when I tried to return it. Save your money and look elsewhere! Not worth it.",0
1467,Poor build quality. Not what I expected for the price.,0
1468,Very impressed with the build quality and performance. Highly recommended!,1
1469,Superb! This product has made my life so much easier.,1
1470,"This is hands down the best product in its category. I've tried several similar products before, but this one stands out. The attention to detail is impressive and the customer service was excellent. Highly recommended!",1
1471,"I ordered this product with high hopes based on the reviews, but I was severely disappointed. The quality is much worse than advertised. It broke within the first week of normal use. Customer service was unhelpful when I tried to return it. Save your money and look elsewhere!",0
1472,This is by far the worst purchase I've made online. The product looks nothing like the pictures. The materials are cheap and flimsy. It stopped working after just two days. The seller refused to provide a refund. Absolutely terrible experience! Awful.,0
1473,Extremely dissatisfied with this purchase. The quality is subpar and it feels like a cheap knockoff. It didn't meet any of my expectations. The description was misleading and the photos don't represent the actual product. Would not recommend!,0
1474,Very disappointed with this purchase. Not as described. Regret buying.,0
1475,Very impressed with the build quality and performance.,1
1476,"Great product at an affordable price! I was skeptical at first, but after reading the reviews I decided to give it a try. I'm so glad I did! It works wonderfully and has exceeded my expectations.",1
1477,Great product!,1
1478,This is by far the worst purchase I've made online. The product looks nothing like the pictures. The materials are cheap and flimsy. It stopped working after just two days. The seller refused to provide a refund. Absolutely terrible experience!,0
1479,Awful experience. Product arrived damaged and defective.,0
1480,Very impressed with the build quality and performance. Best decision!,1
1481,Outstanding quality! This is exactly what I was looking for.,1
1482,Love it!,1
1483,Very unsatisfied. Would not recommend to anyone.,0
1484,Fantastic quality and fast delivery. Highly recommend!,1
1485,Perfect for my needs. Couldn't ask for more.,1
1486,"Great product at an affordable price! I was skeptical at first, but after reading the reviews I decided to give it a try. I'm so glad I did! It works wonderfully and has exceeded my expectations.",1
1487,Excellent!,1
1488,"This is hands down the best product in its category. I've tried several similar products before, but this one stands out. The attention to detail is impressive and the customer service was excellent. Highly recommended!",1
1489,Very impressed with the build quality and performance.,1
1490,"After using this product for a few weeks, I can confidently say it's worth the investment. The build quality is solid, it's easy to use, and it does exactly what it promises. Very happy customer here!",1
1491,"After using this product for a few weeks, I can confidently say it's worth the investment. The build quality is solid, it's easy to use, and it does exactly what it promises. Very happy customer here!",1
1492,Don't waste your money. Complete disappointment.,0
1493,Don't buy!,0
1494,Amazing! Best decision!,1
1495,Love it! Very happy!,1
1496,Excellent product with great features. Very satisfied customer. Love it!,1
1497,Don't waste your money. Complete disappointment.,0
1498,Poor build quality. Not what I expected for the price.,0
1499,Best purchase I've made this year. Worth every penny.,1
1500,"I ordered this product with high hopes based on the reviews, but I was severely disappointed. The quality is much worse than advertised. It broke within the first week of normal use. Customer service was unhelpful when I tried to return it. Save your money and look elsewhere!",0
